Incident Type,Region of Incident,Incident Year,Month,Number of Dead,Total Number of Dead and Missing,Number of Males,Region of Origin,Cause of Death,Country of Incident,Migration Route,Location of Incident,Coordinates,Source Quality,Country of Origin Code,labor_force,gdp,literacy,gini,health,political,corruption,migration,electicity,cpi,death,survival_rate,male_to_total_dead_ratio,total_incidents,total_deaths,total_dead_and_missing,year,month,day,dayofweek
Incident,Southern Asia,2020,October,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,October,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,October,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,October,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,October,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,October,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,October,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,October,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,October,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,October,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,October,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,October,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,October,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,October,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,October,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,October,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,October,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,October,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,October,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,November,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,November,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,November,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,November,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,November,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,November,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,November,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,November,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,November,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,November,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,November,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,November,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,November,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,November,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,November,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,November,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,November,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,November,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,November,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,November,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,December,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,December,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,December,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,December,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,December,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,December,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,December,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,December,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,December,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,December,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,December,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,December,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,December,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,December,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,December,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,December,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,December,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,December,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,December,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,December,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Reported at Milak border crossing, Iran","30.96704016, 61.82069052",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Shiraz, Iran","29.59566975, 52.55704088",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Tehran, Iran","35.72628222, 51.37384373",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,January,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Isfahan, Iran","32.63272498, 51.66985226",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,January,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Tehran, Iran","35.72628222, 51.37384373",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,January,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Isfahan, Iran","32.63272498, 51.66985226",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Tehran, Iran","35.72628222, 51.37384373",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,February,2.0,2,2.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Isfahan, Iran","32.63272498, 51.66985226",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,February,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Tehran, Iran","35.72628222, 51.37384373",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,February,1.0,1,1.0,Southern Asia,"Harsh environmental conditions / lack of adequate shelter, food, water",Iran,Afghanistan to Iran,"Kerman, Iran","30.28755998, 57.07826423",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,March,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Tehran, Iran","35.72628222, 51.37384373",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,March,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Tehran, Iran","35.72628222, 51.37384373",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,April,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Tehran, Iran","35.72628222, 51.37384373",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,April,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Tehran, Iran","35.72628222, 51.37384373",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,April,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Semnan, Iran","35.57836777, 53.38994932",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,April,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Alborz, Iran","36.05518664, 50.94138736",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Southern Asia,2020,April,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Arak, Iran","34.10215024, 49.70410059",4,AFG,9105733.0,9105733.0,95.2478485107422,34.2,80.28805103,-2.70263171195984,-1.49369978904724,166821.0,97.7,19.0,20808.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
